vehicle_ID,attackerType,time,pos_x,pos_y,spd_x,spd_y,disChange_X,disChange_Y,spdChange_X,spdChange_Y,RSSI
1535,1,18072.96904,5560,5820,-3.506900546,30.38692016,1799.550916,639.7130724,20.07141849,21.10302928,8.00E-09
1535,1,18074.96904,5560,5820,-3.508973475,30.40488187,1767.706536,620.3324418,17.41029349,17.52006154,5.48E-09
1535,1,18077.96904,5560,5820,-2.500861295,30.52892136,1554.594148,569.0796181,2.500861295,30.52892136,5.14E-09
1535,1,18078.96904,5560,5820,-2.491124198,30.41005708,1554.594148,569.0796181,2.491124198,30.41005708,3.25E-09
1535,1,18080.96904,5560,5820,-1.275832709,30.55719234,1554.594148,569.0796181,1.275832709,30.55719234,2.00E-09
1535,1,18081.96904,5560,5820,-1.274971576,30.53656755,1554.594148,569.0796181,1.274971576,30.53656755,1.62E-09
1535,1,18082.96905,5560,5820,-1.27788166,30.60626634,1554.594148,569.0796181,1.27788166,30.60626634,1.70E-09
1463,0,18073.38401,3714.180296,5242.262016,12.73480176,5.119082773,52.80107663,58.31394631,3.878602093,4.19220712,7.48E-09
1463,0,18074.38401,3726.867968,5247.362153,12.68880889,5.100594747,56.42914143,54.26962723,3.915315024,4.205494028,1.79E-08
1463,0,18075.384,3739.566549,5252.466435,12.69241361,5.101666247,56.11023152,46.21780355,5.134075095,12.2916647,3.05E-09
1463,0,18076.38401,3752.173343,5257.741305,12.53890174,5.393033472,50.86117791,34.5609615,5.489554386,10.82900149,1.51E-08
1463,0,18077.38401,3764.733156,5263.143333,12.57374379,5.40801918,44.27656552,26.21279329,7.317869792,6.686855337,4.32E-08
1463,0,18078.38401,3777.327556,5268.479974,12.56646582,5.222766058,1782.672444,551.5200261,15.06397372,25.26521922,4.91E-08
1463,0,18079.38401,3789.899983,5272.114799,11.68461627,2.764283135,17.3766446,15.52353816,24.03354702,2.888305969,3.89E-08
1463,0,18080.38401,3798.305514,5269.275497,10.19822207,0.279319907,4.02820837,9.901803555,23.66055516,0.815897522,1.11E-06
1463,0,18081.384,3809.153685,5266.470235,11.76552877,-3.539168242,1750.846315,553.5297655,13.04262026,34.12650958,3.80E-07
1463,0,18082.38401,3820.689805,5260.292216,10.95765746,-8.078390809,51.71919493,9.69749033,23.44760092,2.706758039,2.24E-07
1463,0,18083.38401,3832.07615,5252.455915,11.26779188,-7.754710465,75.43646115,7.164430378,23.73238835,2.393978839,2.57E-09
1463,0,18084.384,3843.67385,5244.765601,11.52102138,-7.386001328,98.05838853,0.535181094,24.06598423,2.21847149,5.82E-08
1463,0,18085.384,3856.472273,5240.337222,13.63864142,-1.230567789,123.4444734,1.166049741,26.25785766,3.841135586,2.10E-09
1463,0,18087.38401,3884.100673,5244.244015,13.48007226,1.906973023,176.1998384,15.17059585,26.05058171,6.958673083,5.14E-09
1463,0,18088.38401,3897.91055,5246.197645,13.47385794,1.906093908,202.5768876,22.174584,26.02224904,6.948905285,3.80E-09
1463,0,18089.38401,3911.73538,5248.153389,13.54964533,1.916815253,229.1952964,28.55428359,26.5746951,5.733251556,2.53E-08
1463,0,18090.38401,3925.550962,5250.107825,13.55008421,1.916877339,256.0008729,34.31488461,26.50804193,5.713655176,2.36E-08
1463,0,18091.384,3939.372372,5252.063086,13.53055008,1.914113923,282.8297582,40.03868551,26.49910311,5.598667936,1.96E-09
1463,0,18092.38401,3953.132024,5253.983165,13.50680565,1.851277586,310.022338,43.74720437,26.91134454,3.635937741,1.67E-09
1463,0,18093.38401,3966.653905,5255.736277,13.55316178,1.735691018,336.9802239,47.28916536,26.97453353,3.522592274,3.49E-09
1463,0,18094.384,3980.194414,5257.44749,13.51492663,1.674214983,363.9684148,50.79078255,26.91529739,3.458320198,7.79E-09
1463,0,18097.384,4020.710814,5263.359198,13.38264691,2.563725461,444.7967367,61.74269982,26.82685775,4.126049657,2.96E-09
1463,0,18098.38401,4034.143555,5265.68561,13.40141234,2.362981712,471.7002867,65.65610842,26.9101576,3.991535347,3.38E-09
1451,0,18073.3919,3633.340404,5314.618458,5.477579808,-37.20604335,80.83989241,72.35644194,7.257221956,42.32512612,3.01E-09
1451,0,18074.39189,3639.193399,5277.438636,5.851700047,-37.17159462,87.67456893,30.07648272,6.837108839,42.27218936,2.51E-09
1451,0,18075.3919,3645.048098,5240.24799,5.851973958,-37.17333458,94.5184511,12.2184449,6.840439647,42.27500082,4.38E-09
1451,0,18076.3919,3650.899062,5203.081069,5.853808519,-37.1849882,101.274281,54.6602363,6.685093223,42.57802168,2.26E-09
1445,0,18073.39286,3800.887884,5272.101107,10.21957856,-2.029669282,167.5474798,42.51735105,4.741998754,35.17637407,1.03E-07
1445,0,18074.39285,3809.307223,5269.935072,7.01210009,-2.100806443,170.1138245,7.503563756,1.160400043,35.07078817,3.09E-08
1445,0,18075.39286,3814.790709,5267.867353,4.422908522,-1.667796064,169.7426109,27.61936263,1.429065437,35.50553851,3.34E-08
1445,0,18076.39286,3817.96406,5266.398176,2.4437562,-1.08451359,167.0649975,63.31710643,3.410052319,36.10047461,1.29E-08
1445,0,18077.39286,3819.399735,5265.308794,1.07102752,-0.633015094,54.66657948,2.16546106,11.50271627,6.041034274,3.61E-07
1445,0,18078.39286,3820.043645,5264.820199,0.440616529,-0.292355957,42.7160893,3.659775056,12.12584929,5.515122015,5.78E-07
1445,0,18079.39285,3820.394798,5264.553746,0.353847135,-0.249433058,30.49481547,7.561053147,11.33076913,3.013716193,2.16E-07
1445,0,18080.39285,3820.558076,5264.429852,0.627213179,-0.454506457,22.25256194,4.845645371,9.571008895,0.733826363,1.40E-07
1445,0,18081.39286,3822.212784,5263.243927,2.392403302,-1.76927468,13.05909937,3.226307159,9.373125463,1.769893562,1.41E-07
1445,0,18082.39286,3825.634554,5260.890038,4.223213096,-2.905214774,4.94474916,0.597821459,6.734444369,5.173176035,4.98E-08
1445,0,18083.39285,3830.898476,5257.268903,6.024636437,-4.14444225,1.177673587,4.812987469,5.243155441,3.610268215,1.77E-08
1445,0,18084.39286,3836.111961,5249.678393,7.801791557,-5.369342573,7.561889505,4.912792078,3.719229819,2.016658755,5.69E-08
1445,0,18085.39286,3845.171091,5243.805736,9.363223034,-6.002660311,11.30118189,3.468514549,4.275418385,4.772092522,1.82E-08
1445,0,18087.39285,3868.288621,5242.007146,12.13137818,1.716178554,15.81205185,2.236869041,1.348694081,0.190794469,5.64E-09
1445,0,18088.39286,3880.879719,5243.78836,12.44857919,1.761051739,17.03083083,2.409284931,1.025278744,0.145042168,9.83E-09
1445,0,18090.39285,3906.824329,5247.458642,12.82979599,1.814980986,18.72663325,2.649183457,0.720288215,0.101896353,2.02E-09
1445,0,18092.39286,3932.194775,5251.0477,10.44751515,1.477969046,20.93724918,2.935465619,3.059290503,0.37330854,3.45E-09
1445,0,18093.39286,3941.092995,5252.306496,7.372366506,1.042939813,25.56091014,3.429780782,6.180795271,0.692751205,1.33E-09
1445,0,18094.39286,3947.104984,5253.156988,4.734721025,0.669802438,33.08943072,4.290501363,8.780205607,1.004412545,1.85E-09
1445,0,18095.39286,3951.146248,5253.516601,4.421985634,0.418393725,348.3517043,48.64813773,17.90069699,2.21292909,2.46E-09
1445,0,18097.39286,3958.803426,5242.395166,3.205359368,-8.614403302,61.90738778,20.96403163,10.17728754,11.17812876,1.85E-09
1151,0,18073.62007,3822.425813,5267.159121,0,0,50.55258163,80.46931872,16.54864007,9.274991829,2.87E-08
1151,0,18074.62007,3822.425813,5267.159121,0,0,34.24536368,71.30382311,16.50473122,9.349803898,2.28E-09
1151,0,18075.62007,3822.425813,5267.159121,0,0,24.51019993,55.75846445,7.585309301,17.45539643,3.28E-08
1151,0,18076.62007,3822.425813,5267.159121,0,0,17.41314209,39.42663761,6.511305347,14.98388683,3.00E-09
1151,0,18077.62007,3822.425813,5267.159121,0,0,11.96819803,26.896673,4.717831987,10.85672638,4.44E-07
1151,0,18078.62007,3822.425813,5267.159121,0,0,8.208178847,15.89940284,2.818484167,12.35039133,7.91E-08
1151,0,18079.62007,3822.425813,5267.159121,0,0,18.91833423,9.143735846,12.62513921,4.770246192,1.34E-07
1151,0,18080.62006,3822.858622,5266.831295,1.265898159,-0.865358607,32.58382057,7.986858938,14.74552765,0.917071738,3.67E-08
1151,0,18081.62007,3825.024011,5265.315737,2.923686972,-2.139309806,47.39770123,10.99839649,15.44844263,2.977669944,1.74E-08
1151,0,18082.62007,3828.814148,5262.708156,4.56236981,-3.138869465,63.53832357,13.70247143,16.94884804,2.188265329,2.09E-08
1151,0,18083.62006,3834.333882,5258.910629,6.316475177,-4.345678208,79.97220232,11.0024275,18.81117176,1.02851316,3.49E-08
1151,0,18084.62007,3841.507874,5253.996502,7.982779698,-5.456958843,99.66384647,11.28194136,20.60249519,0.384695782,1.68E-08
1151,0,18085.62007,3850.429166,5248.277937,9.893500717,-6.341752315,121.1666613,10.61992154,22.44036533,1.299554388,5.58E-09
1151,0,18086.62007,3861.605064,5247.732795,11.69693567,1.4550489,144.9104333,15.12542035,24.24070128,6.496001434,1.93E-09
1151,0,18087.62007,3872.988755,5249.34178,11.64298437,1.645633498,168.8668873,21.78701075,24.22293635,6.701128219,1.59E-09
1151,0,18088.62006,3884.372297,5250.950744,11.61979291,1.64235559,192.8176116,28.44633744,24.2346942,6.711895357,1.33E-08
1151,0,18089.62006,3895.75202,5252.559167,11.68709824,1.651868605,217.1072244,34.10141021,24.66964984,5.45585263,3.34E-09
1151,0,18090.62007,3907.136908,5254.168321,11.59466985,1.638804666,241.4901756,39.51909303,24.57260772,5.441436831,4.49E-09
1151,0,18091.62007,3918.538707,5255.779865,11.64865383,1.646434826,266.0230514,44.29160794,25.0857865,3.714382333,3.32E-09
1151,0,18092.62007,3929.924749,5257.389182,11.61924278,1.642277833,290.8306709,47.68785353,24.99172201,3.422669613,4.95E-09
1151,0,18097.62006,3987.77617,5264.971639,11.62030764,1.36427587,415.8925626,63.82351287,25.0692427,2.927149058,2.89E-09
1151,0,18098.62006,3999.413573,5266.747603,11.67654192,1.753422698,441.0077867,67.21332468,25.09553818,3.39934979,1.84E-09
1457,0,18074.40595,3620.09907,5447.236578,3.801366063,-30.68394432,164.830051,253.2293604,12.75838907,39.96516579,1.72E-09
1457,0,18075.40596,3623.892401,5416.617492,3.794300075,-30.62690893,172.5310315,208.6506579,3.781852004,48.06123266,7.55E-09
1457,0,18076.40595,3627.687112,5385.987266,3.793908588,-30.62374893,176.0244677,161.248868,3.076091431,46.43306784,1.97E-09
1457,0,18078.40596,3635.269605,5324.782743,3.795784017,-30.63888705,178.679167,76.00480237,0.660782817,42.0863999,2.13E-09
1457,0,18082.40595,3654.27406,5202.871383,4.808096372,-30.54305262,113.4661431,47.19417366,17.21158771,25.20860088,4.12E-09
1487,1,10800.1257,5560,5820,-3.467346779,30.04419097,1927.833474,470.169758,8.361727351,69.55075216,6.72E-08
1487,1,10801.1257,5560,5820,-3.46153182,29.99380497,1922.64884,509.6272337,9.659974638,69.36892362,7.59E-08
1487,1,10803.12569,5560,5820,-3.45790815,29.96240626,1910.266504,588.2850482,9.665504034,69.39566904,1.78E-08
1487,1,10804.1257,5560,5820,-2.458678548,30.01398125,1904.075984,627.6098386,8.653694019,69.36732795,1.91E-09
1487,0,18075.0115,3616.998234,5472.265968,3.88426801,-31.35311395,176.4426663,271.1625687,9.322351934,45.0460014,1.16E-08
1487,0,18076.01149,3620.878936,5440.94164,3.874892806,-31.27743899,180.0183588,222.6795044,3.712496557,48.73762208,4.02E-09
1487,0,18077.0115,3624.749,5409.703175,3.860188477,-31.15874829,182.6537505,176.4706138,1.933727526,44.49177094,1.44E-08
1487,0,18078.0115,3628.607582,5378.557395,3.856731425,-31.13084358,183.6167673,134.2293184,0.709651701,41.63905419,1.55E-08
1487,0,18079.0115,3632.456562,5347.489125,3.85294202,-31.10025618,178.5568787,92.38985345,12.73033662,41.12928912,1.88E-08
